statement,label,statement_id,source
Richard Leach Maddox invented the blood types.,0,1282,inventions
William Kelly lived in France.,0,1283,inventions
Robert Chesebrough invented the roll film.,0,1284,inventions
Ami Argand lived in U.S.,0,1285,inventions
August Horch lived in Russia.,0,1286,inventions
Wallace Carothers lived in Denmark.,0,1287,inventions
Biruté Galdikas invented the pasteurization.,0,1288,inventions
Daniel Fahrenheit invented the piano roll (used in player pianos).,0,1289,inventions
Rudolf Kálmán invented the penicillin discovery.,0,1290,inventions
Hans Lippershey lived in U.S.,0,1291,inventions
Felix Hoffmann invented the agricultural innovations.,0,1292,inventions
Bartolomeo Cristofori invented the geodesic dome.,0,1293,inventions
Thomas Wedgwood invented the Linux operating system.,0,1294,inventions
George de Mestral invented the snowmobile.,0,1295,inventions
Samuel Fox invented the liquefied gas refrigeration.,0,1296,inventions
Ralph Benjamin invented the Porro prism.,0,1297,inventions
George Cayley lived in Canada.,0,1298,inventions
George Devol invented the compression refrigeration.,0,1299,inventions
R. Buckminster Fuller invented the mechanical television.,0,1300,inventions
Evangelista Torricelli lived in U.S.,0,1301,inventions
Gottlieb Daimler invented the airship (non-rigid).,0,1302,inventions
Ferdinand Carré invented the Post-it notes.,0,1303,inventions
Carl Elsener lived in U.S.,0,1304,inventions
William Congreve invented the snowmobile.,0,1305,inventions
Pierre Curie invented the modern chemical nomenclature.,0,1306,inventions
Yoshiro Nakamatsu invented the pop-up toaster.,0,1307,inventions
Paul Gottlieb Nipkow invented the electromagnetism discovery.,0,1308,inventions
Daisuke Inoue lived in U.S.,0,1309,inventions
Auguste and Louis Lumière invented the canning process.,0,1310,inventions
Jack Kilby lived in U.K.,0,1311,inventions
Ferdinand Carré lived in U.S.,0,1312,inventions
Lloyd Groff Copeman lived in Germany.,0,1313,inventions
Percy Spencer invented the industrial robot.,0,1314,inventions
Zhores Alferov lived in U.K.,0,1315,inventions
Galileo Galilei lived in U.S.,0,1316,inventions
Sir Humphry Davy lived in U.S.,0,1317,inventions
James West invented the wrinkle-resistant fabric.,0,1318,inventions
Édouard-Léon Scott de Martinville lived in U.K.,0,1319,inventions
Stephanie Kwolek invented the co-discovery of HIV.,0,1320,inventions
Reginald Fessenden lived in U.K.,0,1321,inventions
Igor Tamm invented the Unimate (first industrial robot).,0,1322,inventions
Marvin Camras lived in France.,0,1323,inventions
Thomas Edison lived in U.K.,0,1324,inventions
Sir Charles Parsons lived in U.S.,0,1325,inventions
Linus Torvalds invented the U.S.,0,1326,inventions
Edouard Benedictus invented the internet protocol suite.,0,1327,inventions
Herbert Saffir lived in U.K.,0,1328,inventions
Frederick Walton invented the Liquid Paper.,0,1329,inventions
Nikolai Basov lived in U.S.,0,1330,inventions
James Clerk Maxwell invented the electric stove.,0,1331,inventions
Frederick G. Creed lived in Sweden.,0,1332,inventions
Hans Goldschmidt lived in Netherlands.,0,1333,inventions
Leonardo da Vinci invented the discovery of radium and polonium.,0,1334,inventions
Sir Sandford Fleming lived in U.S.,0,1335,inventions
Charles Cros lived in U.S.,0,1336,inventions
Gideon Sundback lived in U.S.,0,1337,inventions
John Gorrie invented the piano.,0,1338,inventions
Yvonne Brill invented the electric wheelchair.,0,1339,inventions
Bette Nesmith Graham invented the agricultural innovations.,0,1340,inventions
Hans Lippershey invented the co-discovery of multiple elements.,0,1341,inventions
Spencer Silver invented the Richter scale.,0,1342,inventions
Luther George Simjian lived in Norway.,0,1343,inventions
Georges Claude invented the various inventions and concepts (theoretical).,0,1344,inventions
John Ambrose Fleming lived in U.S.,0,1345,inventions
Joseph Aspdin invented the velcro.,0,1346,inventions
Marie Curie lived in Hungary.,0,1347,inventions
David Edward Hughes invented the piano roll (used in player pianos).,0,1348,inventions
Archimedes invented the electric washing machine.,0,1349,inventions
Semyon Kirlian lived in U.K.,0,1350,inventions
Ferdinand von Zeppelin invented the piezoelectricity.,0,1351,inventions
Karl Benz lived in U.S.,0,1352,inventions
Karl Landsteiner lived in U.K.,0,1353,inventions
Garrett Morgan invented the adhesive (used in Post-it notes).,0,1354,inventions
Karl Landsteiner invented the waterproof fabric.,0,1355,inventions
Alexander Fleming invented the airship (non-rigid).,0,1356,inventions
Cai Lun lived in Italy.,0,1357,inventions
Willem Einthoven lived in France.,0,1358,inventions
Thomas Tompion invented the electric generator.,0,1359,inventions
Emile Berliner invented the Kirlian photography.,0,1360,inventions
Daniel Fahrenheit lived in U.S.,0,1361,inventions
Gustaf Dalén invented the thermite process.,0,1362,inventions
Karl Benz invented the industrial robot.,0,1363,inventions
James Dyson invented the U.S.,0,1364,inventions
James Murray Spangler invented the electromagnet.,0,1365,inventions
Jean-Bernard-Léon Foucault lived in U.S.,0,1366,inventions
Nils Bohlin invented the jet engine.,0,1367,inventions
Christopher Cockerell invented the margarine.,0,1368,inventions
Edmund Cartwright lived in U.S.,0,1369,inventions
Valdemar Poulsen lived in Scotland.,0,1370,inventions
Christian Huygens lived in Scotland.,0,1371,inventions
Rudolf Kálmán lived in U.K.,0,1372,inventions
Nicolas Appert invented the heterotransistor.,0,1373,inventions
Charles Tellier lived in U.K.,0,1374,inventions
John Callcott Horsley lived in Germany.,0,1375,inventions
Blaise Pascal lived in Poland/France.,0,1376,inventions
Carl Sontheimer lived in Switzerland.,0,1377,inventions
Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).,0,1378,inventions
Robert Moog lived in Austria/U.S.,0,1379,inventions
Biruté Galdikas lived in France.,0,1380,inventions
Evangelista Torricelli invented the wireless remote control.,0,1381,inventions
Giovanni Caselli lived in U.S.,0,1382,inventions
Philipp Reis invented the Linux operating system.,0,1383,inventions
Bartolomeo Cristofori lived in U.S.,0,1384,inventions
Henry Bessemer lived in U.S.,0,1385,inventions
Dr. Robert Gallo invented the arc welding.,0,1386,inventions
Willis Carrier invented the radio.,0,1387,inventions
Fridtjof Nansen lived in U.K.,0,1388,inventions
Charles Townes invented the theremin.,0,1389,inventions
James Murray Spangler lived in U.K.,0,1390,inventions
Clyde Tombaugh invented the electret microphone.,0,1391,inventions
Joseph Marie Jacquard invented the electrocardiograph (ECG).,0,1392,inventions
Charles Fritts invented the refrigeration unit for trucks.,0,1393,inventions
George Antheil invented the Band-Aid.,0,1394,inventions
Nikolay Slavyanov invented the U.S.,0,1395,inventions
Lloyd Groff Copeman invented the electromagnetic waves discovery.,0,1396,inventions
Charles Goodyear lived in U.K.,0,1397,inventions
Carl Elsener invented the laser.,0,1398,inventions
Hans Geiger lived in Austria/U.S.,0,1399,inventions
George Pullman invented the electromagnetic field theory.,0,1400,inventions
David Schwarz invented the modern chemical nomenclature.,0,1401,inventions
Mary Anderson invented the cotton gin.,0,1402,inventions
Godfrey Hounsfield lived in Denmark.,0,1403,inventions
Antoine Lavoisier lived in Austria.,0,1404,inventions
Jack Kilby invented the aerodynamics (theoretical).,0,1405,inventions
Wilhelm Conrad Röntgen lived in U.S.,0,1406,inventions
Sergey Brin and Larry Page lived in U.K.,0,1407,inventions
Heinrich Hertz invented the internal combustion engine.,0,1408,inventions
Wilhelm Conrad Röntgen invented the discovery of Pluto.,0,1409,inventions
John Shepherd-Barron lived in U.S.,0,1410,inventions
Albert Ghiorso invented the Turing machine (theoretical).,0,1411,inventions
James Dyson lived in Canada.,0,1412,inventions
Cai Lun invented the piano.,0,1413,inventions
Valdemar Poulsen invented the mechanical television.,0,1414,inventions
William Congreve lived in Canada.,0,1415,inventions
Joseph Bramah invented the vacuum tube diode.,0,1416,inventions
Ruth Handler invented the refracting telescope.,0,1417,inventions
László Bíró lived in U.S.,0,1418,inventions
Frank Bunker Gilbreth invented the Kirlian photography.,0,1419,inventions
Willis Carrier lived in Italy.,0,1420,inventions
Levi Strauss invented the laser.,0,1421,inventions
John von Neumann invented the Google search engine.,0,1422,inventions
Hans Geiger invented the frequency hopping spread spectrum.,0,1423,inventions
Fridtjof Nansen invented the early steam engine.,0,1424,inventions
Hans Berger lived in U.S.,0,1425,inventions
Marie Curie invented the U.S.,0,1426,inventions
Hedy Lamarr lived in U.S.,0,1427,inventions
Hippolyte Mège-Mouriès lived in U.S.,0,1428,inventions
Samuel Fox lived in France.,0,1429,inventions
Nicolas Appert lived in Russia.,0,1430,inventions
Elisha Gray lived in Austria/U.S.,0,1431,inventions
Sir Humphry Davy invented the light bulb.,0,1432,inventions
Hans Goldschmidt invented the refracting telescope.,0,1433,inventions
Shinya Yamanaka invented the Siemens regenerative furnace.,0,1434,inventions
Reginald Fessenden invented the electromagnetic field theory.,0,1435,inventions
Galileo Galilei invented the assembly line production.,0,1436,inventions
